kommunenummer;gaardsnummer;bruksnummer;festenummer;bruksnavn;gjeldende_jordbruksareal;gjeldende_produktiv_skog;gjeldende_annet_areal;gjeldende_fulldyrket;gjeldende_overflatedyrket;gjeldende_innmarksbeite;lbe_id
"5032";20;10;0;"SANDVIK NORDRE";36.2;156.0;549.0;33.9;0.0;2.3;"51480"
"4225";104;2;0;"SKJERSTAD";30.5;229.0;428.0;19.6;0.0;10.9;"93141"
"4205";515;1;0;"VIGMOSTAD PRESTEGÅRD";92.0;2870.0;262.0;92.0;0.0;0.0;"30029"
"4205";313;2;0;"GAUKSUNN";15.6;402.0;134.7;12.5;0.0;3.1;"239777"
"1112";15;2;0;"LILAND";43.0;275.9;1249.5;7.0;8.0;28.0;"70835"
"1112";15;1;0;"LILAND";11.8;133.0;622.6;0.0;4.0;7.8;"92363"
"1111";64;7;0;"BARSTAD";105.3;76.0;438.0;19.3;23.4;62.6;"194398"
"4225";24;1;0;"KÅVELAND";13.0;0.0;0.0;10.0;3.0;0.0;"127103"
"1114";48;2;0;"VEEN";128.0;126.0;201.0;76.0;0.0;52.0;"194281"
"1114";41;2;0;"EIKELAND";326.0;90.9;464.5;149.0;0.0;177.0;"71386"
"1114";42;6;0;"AASHEIM";136.0;21.9;6.5;32.0;0.0;104.0;"154077"
"5006";131;6;0;"FREDLY";443.8;644.0;605.0;443.0;0.0;0.8;"177588"
"1114";80;1;0;"HETLAND";499.2;24.4;443.7;164.0;3.2;332.0;"196679"
"1111";2;7;0;"VALLEN";1.9;15.0;60.0;0.6;0.0;1.3;"32389"
"5032";27;1;0;"MOEN";126.7;396.0;0.0;126.7;0.0;0.0;"185088"
"1114";48;5;0;"VEEN";87.5;83.4;2130.0;35.8;0.0;51.7;"206832"
"4205";720;4;0;"EIVENSTAD";0.0;135.0;341.0;0.0;0.0;0.0;"29501"
"1111";2;2;0;"BU";0.2;11.0;54.0;0.0;0.0;0.2;"32388"
"1112";17;2;0;"SKÅLAND";27.2;289.2;73.6;26.0;0.0;1.2;"114307"
"3405";79;1;0;"MENKERUD SØNDRE";53.0;100.0;31.0;15.4;2.0;35.6;"171392"
"3405";79;2;0;"MENKERUD NORDRE";29.0;127.0;30.0;26.5;0.0;2.5;"171393"
"4205";720;11;0;"DERHEIME";0.0;660.0;478.0;0.0;0.0;0.0;"234442"
"1111";3;1;0;"DYDLAND";71.5;151.4;2103.0;17.1;0.0;54.4;"109603"
"5032";28;1;0;"PUNDE";140.3;783.0;2389.0;126.6;0.0;13.7;"144480"
"4205";526;1;0;"STØLE VESTRE";47.1;487.0;942.0;25.6;0.0;21.5;"71901"
"4225";470;1;0;"SVEINDAL VESTRE";29.5;393.0;18.3;21.9;0.0;7.6;"96184"
"4205";450;1;0;"VAALAND";0.0;231.0;25.0;0.0;0.0;0.0;"243879"
"4225";470;3;0;"SVEINDAL VESTRE";27.3;566.0;48.1;11.7;4.5;11.1;"29702"
"5032";27;2;0;"MOBAKKEN ØVRE";23.8;13.0;641.0;20.2;0.0;3.6;"235697"
"4205";357;5;0;"VIGELAND NEDRE";1.0;75.0;25.0;1.0;0.0;0.0;"148159"
"1119";114;1;0;"EGRA";322.0;48.0;748.0;118.8;0.0;203.2;"185989"
"1112";77;5;0;"EIDE";63.0;462.0;2904.0;40.1;0.0;22.9;"186015"
"1112";77;1;0;"EIDE";16.2;0.0;0.0;13.6;0.0;2.6;"186012"
"4205";451;11;0;"NJERVE";4.5;53.5;149.0;4.5;0.0;0.0;"29925"
"1112";79;15;0;"DRANGE";6.2;47.0;128.0;6.2;0.0;0.0;"132395"
"1112";37;6;0;"KJØRMO";218.4;576.0;926.4;108.4;0.0;110.0;"152465"
"4225";66;1;0;"SPINDERÅSEN";101.0;169.0;260.0;0.0;0.0;101.0;"198332"
"4205";451;33;0;"FLATEN";5.1;6.3;21.0;5.1;0.0;0.0;"239355"
"1112";38;30;0;"FREDHEIM";70.2;25.8;53.0;28.0;0.0;42.2;"32271"
"4225";471;1;0;"SVEINDAL ØSTRE";36.8;560.0;138.7;14.9;0.0;21.9;"81328"
"4205";427;14;0;"LYSBERG";0.0;3.5;2.5;0.0;0.0;0.0;"230423"
"1112";38;16;0;"STENBERG";115.0;180.2;785.0;40.0;0.0;75.0;"186033"
"3234";99;109;0;;107.0;0.0;9.0;107.0;0.0;0.0;"243371"
"4227";18;1;0;"FOSSELAND";47.6;1.0;1.0;35.5;0.8;11.3;"84798"
"1119";116;20;0;"HØGELI";60.2;1.3;244.0;26.0;7.2;27.0;"99396"
"1106";15;1;0;"HAGLANDSVEGEN 128";280.2;37.7;227.0;78.8;3.4;198.0;"186108"
"3437";179;1;0;"KAGGERUD";142.7;1107.0;1189.0;104.9;0.0;37.8;"197393"
"3437";179;3;0;"ØVERJORDET MED LØKKEN";38.0;13.5;186.0;0.0;0.0;38.0;"100170"
"4205";387;7;0;"HAUGLI";4.8;159.0;692.0;0.1;0.0;4.7;"29864"
"1112";82;1;0;"STEINE";10.7;494.1;391.0;2.7;2.0;6.0;"186020"
"1112";82;11;0;"STENE";15.1;0.0;0.0;12.1;0.0;3.0;"132398"
"1119";115;12;0;"NORDRA HETLAND";176.3;24.0;171.0;61.0;0.0;115.3;"117824"
"4205";386;1;0;"GAASELAND";26.3;822.5;0.0;4.3;0.0;22.0;"148159"
"1112";79;17;0;"DRANGE";43.9;309.0;403.0;21.5;0.0;22.4;"103710"
"1103";40;460;0;;20.0;14.0;21.1;20.0;0.0;0.0;"32455"
"1112";82;7;0;"STENE";11.8;148.0;309.0;11.4;0.0;0.4;"186024"
"4205";388;1;0;"BJELLAND";14.0;575.0;1020.0;10.0;0.0;4.0;"29864"
"1112";82;5;0;"STENE";62.1;199.0;962.0;16.9;5.7;39.5;"186022"
"4205";431;13;0;"SYRDAL";10.8;0.0;0.0;10.8;0.0;0.0;"113765"
"4205";517;4;0;"TRYLAND NEDRE";16.0;652.0;9.0;16.0;0.0;0.0;"30034"
"1112";82;2;0;"STENE";12.9;103.5;56.0;9.7;0.0;3.2;"186021"
"4224";7;3;0;"LJOSLAND";17.8;0.1;1581.0;13.8;0.1;3.9;"29544"
"4205";431;7;0;"SYRDAL";28.9;80.0;135.0;19.4;0.0;9.5;"29902"
"3436";281;1;0;"SKOE ØVRE";251.8;1429.8;1833.0;201.4;18.1;32.3;"15597"
"1111";82;2;0;"IMMERSTEN";34.1;120.3;71.0;18.0;0.0;16.1;"194341"
"4205";432;9;0;"SVINØ";0.0;11.2;19.0;0.0;0.0;0.0;"159587"
"4205";394;3;0;"STILAND";0.0;75.0;5.0;0.0;0.0;0.0;"81159"
"4224";7;20;0;"NEDRE PERSTOVA";3.2;0.0;12923.0;3.2;0.0;0.0;"29548"
"1112";82;6;0;"STENE";5.3;140.0;112.0;5.3;0.0;0.0;"186023"
"4205";517;1;0;"TRYLAND NEDRE";14.0;301.0;3.5;14.0;0.0;0.0;"30032"
"4224";6;10;0;"BREDLAND";90.4;147.0;2992.0;12.4;0.0;78.0;"227404"
"1111";7;6;0;"LOG";0.0;902.0;0.0;0.0;0.0;0.0;"32390"
"5032";149;1;0;"AFTRÆT SØNDRE";75.7;2487.0;976.0;72.0;3.7;0.0;"207182"
"4205";686;5;0;"FINSDAL";20.0;730.0;5.0;14.0;0.0;6.0;"130841"
"5032";150;1;0;"AFTRET NORDRE";44.6;649.0;715.0;27.6;7.3;9.7;"51645"
"1106";21;7;0;"TORENS";46.0;0.5;6.2;17.0;0.0;29.0;"32416"
"5031";22;1;0;"Nordre Bjørnstad";240.8;798.6;31.3;201.8;0.0;39.0;"157868"
"4205";336;1;0;"FOSSELAND";2.2;260.0;53.7;2.1;0.0;0.1;"29772"
"5032";149;3;0;"AFTRET SØNDRE";92.6;1205.0;1565.0;59.0;30.0;3.6;"207736"
"4227";149;2;0;"TJØRHOM";49.0;140.8;91.9;49.0;0.0;0.0;"88897"
"4205";332;1;0;"TORP";7.0;114.0;40.0;3.0;0.0;4.0;"86070"
"1112";20;1;0;"HAMRE";148.6;228.0;0.0;75.0;0.0;73.6;"152614"
"4205";686;8;0;"FINSDAL";19.0;578.0;4.0;14.0;0.0;5.0;"75159"
"1114";55;3;0;"BUE";239.7;44.1;99.2;119.7;0.0;120.0;"138090"
"1114";55;2;0;"BUE";283.4;92.7;1772.9;96.0;0.0;187.4;"194298"
"1114";52;2;0;"BIRKELAND STORE";324.6;588.0;5072.3;104.6;4.0;216.0;"194289"
"1112";24;5;0;"HAUKLAND";37.0;63.4;65.0;36.0;1.0;0.0;"100431"
"1114";55;9;0;"HOLANE";0.0;0.0;0.0;0.0;0.0;0.0;"32227"
"1112";24;16;0;"HAUKLAND";139.0;214.0;613.0;0.0;0.0;139.0;"87574"
"5032";150;7;0;"AFTRETSRÅA";25.8;19.0;4.0;25.8;0.0;0.0;"234030"
"1114";55;5;0;"BERITSNES";134.8;113.6;89.0;4.8;0.0;130.0;"196654"
"1111";15;6;0;"ØRSLAND LILLE";8.8;136.1;662.0;4.5;0.0;4.3;"221515"
"5032";150;2;0;"AFTRET NORDRE / DALSGJERDET";13.7;325.0;976.0;13.1;0.0;0.6;"207737"
"4225";120;3;0;"HØILAND VESTRE";79.8;0.0;0.0;62.7;0.1;17.0;"208650"
"4225";132;3;0;"EIKELAND YTRE";15.7;0.0;0.0;12.0;2.0;1.7;"109331"
"1112";42;2;0;"ØSTREM";203.1;1624.0;1118.0;60.0;0.0;143.1;"186037"
"3436";282;2;0;"HAUGEN";12.0;62.2;137.0;12.0;0.0;0.0;"12539"
"1112";42;4;0;"ØSTREM";245.7;158.0;1194.9;6.5;29.2;210.0;"186039"
"4630";29;14;0;"LOSTHAUGEN";1.3;8.0;4.0;0.0;0.0;1.3;"234793"
"1114";15;2;0;;48.0;99.0;679.0;14.0;0.0;34.0;"194310"
"5032";150;3;0;"AFTRET NORDRE";23.8;591.0;3485.0;18.9;0.3;4.6;"72642"
"4225";120;5;0;"HØILAND VESTRE";2.0;0.0;0.0;0.0;0.0;2.0;"118118"
"1111";15;9;0;;3.1;74.2;655.0;3.1;0.0;0.0;"202186"
"3405";184;1;0;"STOR-HOVE";158.9;2977.0;364.0;83.0;0.0;75.9;"171177"
"1112";56;1;0;"TEKSE";218.7;27.5;0.0;31.7;9.3;177.7;"32268"
"1112";51;5;0;"RUSDAL";121.8;498.0;1936.0;103.0;0.0;18.8;"186043"
"3405";184;2;0;"ØDEGAARDEN";36.5;195.9;29.7;36.5;0.0;0.0;"171178"
"3437";181;35;0;"FLATMO";20.0;116.0;15.1;20.0;0.0;0.0;"12639"
"1112";44;1;0;"SÆTRE";325.1;148.0;762.0;136.0;0.0;189.1;"195357"
"1112";47;2;0;"SOLLID";62.8;147.0;349.0;0.0;0.0;62.8;"92368"
"1112";54;14;0;"GRANLI";3.0;0.0;0.0;3.0;0.0;0.0;"100433"
"1112";55;2;0;"BIRKEMO";672.0;87.0;23.0;123.0;4.0;545.0;"186047"
"1112";55;3;0;"BIRKEMO";237.9;90.0;68.0;124.9;0.0;113.0;"186048"
"1119";19;13;0;"RONGEN";60.5;0.0;3.0;60.5;0.0;0.0;"155750"
"4225";447;1;0;"BUMYRDALEN";38.9;270.0;30.2;8.9;0.0;30.0;"235857"
"1112";55;5;0;"BIRKEMO";247.0;201.0;351.0;89.0;0.0;158.0;"186047"
"4225";449;3;0;"HØILAND";141.3;35.0;1.3;11.1;1.2;129.0;"208393"
"3431";73;2;0;"KOLLOSMOEN NORD";41.4;283.8;339.4;32.0;2.3;7.1;"11958"
"3431";73;7;0;"Løndalen eller Løkken";47.8;440.1;244.3;36.0;0.0;11.8;"170356"
"1112";55;4;0;"BIRKEMO";108.7;155.0;170.0;57.7;0.0;51.0;"186048"
"1119";19;17;0;"KVIA";12.9;0.0;3.4;12.9;0.0;0.0;"78443"
"1114";16;2;0;"BJORDAL";228.0;0.0;73.0;89.0;5.0;134.0;"145593"
"5033";173;1;0;"ØSTRE ÅS";128.4;929.0;434.0;124.9;0.0;3.5;"184941"
"5032";150;13;0;"NYGÅRD";36.7;615.0;1146.0;17.6;6.9;12.2;"102841"
"1111";86;1;0;"NESVÅG";8.0;30.9;0.0;1.0;0.0;7.0;"136111"
"5006";166;1;0;"KOKKAAS";222.7;657.0;84.8;211.0;10.6;1.1;"177466"
"4204";473;3;0;"KLEPLAND";21.3;272.5;134.0;21.3;0.0;0.0;"109252"
"4204";472;23;0;"TANGVALL";13.0;18.6;6.9;13.0;0.0;0.0;"109251"
"1111";85;4;0;"BERGLJOD";150.7;167.0;0.0;49.5;6.5;94.7;"158323"
"3431";73;4;0;"Jøndalen Sørigard";83.4;220.7;441.3;74.0;0.0;9.4;"196795"
"5031";24;1;0;"KVEGJARDET";219.0;744.0;121.9;185.0;0.0;34.0;"50236"
"1114";21;3;0;;0.0;28.7;6617.0;0.0;0.0;0.0;"232921"
"1111";86;3;0;"NESVÅG";38.3;20.2;0.0;8.3;0.0;30.0;"197269"
"1111";56;146;0;"RINGHAMMER";31.4;7.7;608.0;0.0;1.7;29.7;"32359"
"1114";16;1;0;"BJORDAL";68.0;0.0;0.0;0.0;0.0;68.0;"155479"
"5032";80;2;0;"VELVE VESTRE";49.1;894.0;148.5;49.1;0.0;0.0;"149063"
"5032";81;1;0;"VELVE ØSTRE";118.7;917.0;724.6;93.3;0.0;25.4;"102859"
"4204";528;4;0;"RØIRAAS";124.0;1101.0;276.0;75.0;12.0;37.0;"94877"
"5032";79;1;0;"VELVE MELLEM";131.8;483.0;2795.7;120.1;0.0;11.7;"144485"
"5032";60;1;0;"EIDEM NEDRE";152.5;381.0;926.0;143.2;4.0;5.3;"138175"
"1114";22;1;0;"AUSTRUMDAL";89.7;1614.5;14209.0;40.4;0.0;49.3;"194312"
"4207";176;8;0;"RYGH";250.0;685.9;335.2;141.0;0.0;109.0;"196839"
"5032";80;1;0;"VELVE VESTRE";92.7;1114.0;292.7;77.5;15.2;0.0;"106476"
"4207";179;5;0;"NULAND";2.0;14.0;3.0;2.0;0.0;0.0;"28688"
"5032";82;1;0;"MARSTAD";52.0;119.2;703.0;44.0;8.0;0.0;"229336"
"5032";83;1;0;"STOREVJEN OPPIGÅRD";122.3;1614.3;557.0;111.0;0.1;11.2;"51558"
"4205";363;2;0;"BUSTADMOEN";7.0;21.0;4.0;7.0;0.0;0.0;"109300"
"1111";86;5;0;"NESVÅG";58.2;53.5;554.0;21.0;3.2;34.0;"109771"
"1111";86;12;0;"LINDDALEN";5.0;0.5;133.0;0.0;1.0;4.0;"154786"
"1111";86;7;0;"NESVÅG";14.2;22.5;165.0;9.2;0.0;5.0;"154786"
"1111";89;1;0;"GYLAND";65.5;162.0;2091.0;25.8;0.0;39.7;"194345"
"1103";38;5;0;"Madla";52.5;0.0;6.0;52.5;0.0;0.0;"32495"
"4205";365;44;0;"FREDHEIM";4.0;0.0;0.0;4.0;0.0;0.0;"146021"
"4205";655;4;0;"BJØRNESTØL";14.6;0.0;159.9;10.2;1.6;2.8;"29405"
"4223";78;8;0;"EIKELAND";26.2;0.0;95.0;26.2;0.0;0.0;"126436"
"1111";87;1;0;"VATLAND";24.2;67.0;441.0;6.0;0.1;18.1;"136111"
"1111";56;20;0;"LAVVOLD";0.0;52.0;131.0;0.0;0.0;0.0;"153198"
"4223";71;4;0;"LANGELAND";0.0;2.0;0.0;0.0;0.0;0.0;"28877"
"4205";363;5;0;"NORDLI";7.0;21.0;3.0;7.0;0.0;0.0;"233771"
"1111";19;4;0;"MYDLAND YTRE";120.0;4.7;450.0;12.9;14.2;92.9;"194375"
"1111";86;11;0;"BERGSTØ";15.2;1.1;71.0;3.2;0.0;12.0;"32317"
"1114";62;1;0;"STØLEN";100.0;4.0;4396.0;0.0;0.0;100.0;"97132"
"4207";119;1;0;"JENDAL YTRE";34.6;1590.4;84.0;5.2;6.0;23.4;"43640"
"1114";60;1;0;"SLETTEBØ";572.9;83.3;602.0;330.0;7.6;235.3;"157311"
"1111";56;21;0;"LAVVOLD";0.0;4.0;1.0;0.0;0.0;0.0;"153198"
"5006";167;5;0;"NODGAARD";22.0;56.0;4.0;20.0;0.0;2.0;"177469"
"4204";432;2;0;"HALLANDVIK";0.1;147.0;26.8;0.1;0.0;0.0;"29160"
"4207";124;1;0;"BRIKLAND";23.2;698.0;393.0;4.9;3.8;14.5;"43648"
"1114";66;3;0;"EIKELAND";559.2;0.0;886.8;282.2;0.0;277.0;"194249"
"1114";62;3;0;"TILLEGGSJORD";42.0;0.0;31.0;6.0;0.0;36.0;"243431"
"4204";417;9;0;"STOKKELAND";12.1;143.6;13.0;12.1;0.0;0.0;"29094"
"4204";432;4;0;"HALLANDVIK";2.9;26.0;6.0;1.0;0.0;1.9;"29161"
"1114";66;7;0;"ÅLAND";92.5;5.9;6.4;92.0;0.0;0.5;"194249"
"5006";169;3;0;"KJØRAAS";180.5;524.0;137.0;150.5;0.0;30.0;"177476"
"4204";432;17;0;"SOLBAKKEN";3.9;48.0;29.7;2.7;0.0;1.2;"29164"
"4204";417;4;0;"STOKKELAND";13.2;122.1;114.0;9.9;3.3;0.0;"29092"
"1112";27;4;0;"MOI";38.3;4.0;3.0;24.8;0.0;13.5;"92423"
"1114";66;2;0;"EIKELAND";403.5;49.9;413.0;156.9;1.6;245.0;"194248"
"4204";417;3;0;"STOKKELAND";7.2;82.8;13.0;7.2;0.0;0.0;"29091"
"4205";508;2;0;"SPILLING";11.1;331.0;35.0;11.1;0.0;0.0;"79888"
"4205";508;1;0;"SPILLING";49.0;332.0;123.0;49.0;0.0;0.0;"148779"
"4205";508;6;0;"SPILLING";25.0;214.4;83.0;25.0;0.0;0.0;"148779"
"4205";508;12;0;"SPILLING";64.0;0.0;0.0;64.0;0.0;0.0;"226419"
"4207";125;3;0;"MJÅSUND";38.9;300.0;305.0;37.9;1.0;0.0;"43652"
"4205";504;6;0;"FJELLHEIM";0.0;0.0;0.0;0.0;0.0;0.0;"30009"
"3905";95;16;0;"BREKKE se 95/15";0.0;0.0;0.0;0.0;0.0;0.0;"231561"
"4207";143;3;0;"GAUSDAL";0.0;0.0;0.0;0.0;0.0;0.0;"28672"
"1112";27;1;0;"MOI";62.2;67.0;12.0;26.6;5.0;30.6;"156018"
"4205";365;74;0;"ØKSLEBAKKEN OG STOREGRA";40.0;48.0;14.0;38.0;0.0;2.0;"234186"
"5006";119;8;0;"ERTSAAS II";2.0;1.0;0.0;2.0;0.0;0.0;"51829"
"1112";27;11;0;"MOI";3.2;0.0;3.0;0.2;3.0;0.0;"117864"
"1112";27;12;0;"MOI";6.0;20.0;7.0;6.0;0.0;0.0;"132387"
"4205";510;6;0;"MYRSTYKKET";22.0;0.0;0.0;22.0;0.0;0.0;"148779"
"4204";575;10;0;"ROSSELAND";28.7;462.8;388.0;28.7;0.0;0.0;"29013"
"4205";504;7;0;"JOSAL";0.0;0.0;0.0;0.0;0.0;0.0;"30008"
"1112";27;8;0;"MOI";6.6;48.0;6.0;3.4;1.2;2.0;"186074"
"4204";417;10;0;"STOKKELAND";2.6;21.7;29.0;2.6;0.0;0.0;"29095"
"4204";434;7;0;"ORMESTAD";4.5;190.0;15.9;4.5;0.0;0.0;"29173"
"1112";27;7;0;"MOI";17.2;41.0;5.0;16.9;0.0;0.3;"132386"
"5033";174;5;0;"ØSTERAUNET";315.0;4595.0;2895.0;304.8;0.0;10.2;"199804"
"1112";27;10;0;"MOI";7.7;0.0;3.0;6.1;0.0;1.6;"87575"
"1112";27;9;0;"MOI";58.5;86.0;8.0;34.2;0.0;24.3;"124786"
"4204";575;12;0;"ROSSELAND";0.0;100.1;287.0;0.0;0.0;0.0;"118462"
"1111";20;5;0;"MYDLAND INDRE";164.8;20.2;708.0;51.5;15.5;97.8;"194378"
"1111";22;2;0;"GULLAND";3.5;58.0;22.0;0.0;3.5;0.0;"88211"
"1111";27;2;0;"HÅLAND";14.2;0.0;70.0;8.7;0.5;5.0;"74522"
"1111";28;1;0;"VIKEN";14.8;322.1;581.0;2.8;0.0;12.0;"32385"
"1111";29;4;0;"ÅRRESTAD";6.4;124.0;127.0;4.1;0.0;2.3;"32386"
"3405";22;1;0;"Brattberg";74.3;1195.0;319.3;32.7;0.0;41.6;"11711"
"5029";177;2;0;"MESTAD NEDRE";151.2;306.0;27.0;151.2;0.0;0.0;"51356"
"1111";20;19;0;"SLETTEN";24.0;100.0;600.0;12.0;11.0;1.0;"243412"
"5530";437;11;0;"STEINHEIM";5.8;86.7;700.0;0.0;5.8;0.0;"238245"
"1111";20;6;0;"MYDLAND INDRE";267.1;5.6;786.0;89.1;29.1;148.9;"194379"
"1112";56;2;0;"TEKSE";345.1;75.3;1620.0;141.3;20.7;183.1;"100434"
"1114";29;8;0;"HOLMEN";108.9;66.2;69.3;43.9;0.0;65.0;"147373"
"1111";20;14;0;"MYDLAND INDRE";45.8;2.0;156.0;10.3;4.6;30.9;"194379"
"1114";30;6;0;"GJEDREM";505.9;144.0;243.3;279.9;0.0;226.0;"206822"
"3405";15;1;0;"OVREN";145.0;1447.0;743.5;123.0;0.0;22.0;"11763"
"1111";27;4;0;"HÅLAND";25.8;0.0;74.0;19.1;0.0;6.7;"242084"
"3407";124;5;0;"HUSKELHUS VESTRE";0.0;0.0;1.0;0.0;0.0;0.0;"170868"
"5029";106;2;0;"HAUKLI";0.0;229.0;65.6;0.0;0.0;0.0;"77595"
"3407";116;10;0;"SØRGÅRDEN";58.7;134.5;22.0;39.3;0.0;19.4;"170851"
"1114";70;1;0;"OGNEDAL";183.0;40.0;308.0;75.0;0.0;108.0;"155741"
"4205";608;19;0;"TILLEGG TIL 8/1";1.1;0.0;0.0;1.1;0.0;0.0;"29331"
"3405";15;3;0;"OVREN VESTRE";71.5;127.0;9.0;46.5;0.0;25.0;"11765"
"4207";181;3;0;"JELLESÆD";23.4;750.0;185.7;17.9;0.0;5.5;"154728"
"4225";429;5;0;"HELLE";58.0;624.0;188.0;58.0;0.0;0.0;"29629"
"4205";367;9;0;"MJØLHUS";3.0;2.0;0.0;3.0;0.0;0.0;"234186"
"4205";367;14;0;"MJØLHUS";34.2;479.0;107.0;32.5;0.0;1.7;"109301"
"3407";142;1;0;"STORSLETTEN SØNDRE";53.1;238.0;49.5;49.1;0.0;4.0;"118069"
"3405";72;3;0;"SKJELLERUDSVEEN SØNDRE";0.0;40.0;2.0;0.0;0.0;0.0;"171452"
"3405";15;7;0;"OVREN VESTRE";57.1;34.0;3.7;44.1;0.0;13.0;"131815"
"1112";59;5;0;"SOLGLYTT";213.0;131.0;35.0;96.5;19.8;96.7;"186054"
"1112";60;11;0;"BILSTAD";150.6;4.0;9.0;79.2;14.1;57.3;"186058"
"5029";106;4;0;"HAUKLIA";0.0;128.0;47.4;0.0;0.0;0.0;"107454"
"3407";116;9;0;"VESLEENGEN NORDRE";0.0;35.0;0.0;0.0;0.0;0.0;"170850"
"4207";125;19;0;"MJÅSUND";0.0;0.0;0.0;0.0;0.0;0.0;"43666"
"4205";367;15;0;"MJØLHUS";6.5;44.0;7.0;6.5;0.0;0.0;"130533"
"3407";116;4;0;"NORDGÅRDEN";53.3;146.0;62.0;51.1;0.0;2.2;"11661"
"4207";126;1;0;"SANDSMARK";41.8;140.0;37.0;4.9;5.2;31.7;"157832"
"1119";121;7;0;"FJELLUND";63.0;0.0;449.0;44.0;0.0;19.0;"32202"
"4207";126;3;0;"SANDSMARK INDRE";56.9;240.0;50.0;14.0;6.5;36.4;"43654"
"4207";126;4;0;"SANDSMARK INDRE";107.7;208.0;41.0;41.4;11.6;54.7;"157834"
"1119";119;3;0;"DALHEIM PARSELL";5.4;33.8;1208.0;5.0;0.0;0.4;"32201"
"1119";119;1;0;"TOVDAL";248.4;197.4;1339.0;93.6;0.0;154.8;"152166"
"4207";126;2;0;"SANDSMARK INDRE";15.2;108.0;43.0;12.1;0.0;3.1;"157833"
"3407";23;3;0;"KLOKKERENGEN";0.0;0.0;0.0;0.0;0.0;0.0;"207933"
"1120";1;6;0;"KLEPPE";158.5;7.9;26.2;98.2;4.0;56.3;"204495"
"1106";27;1;0;"RØVÆR";18.0;0.0;33.0;0.0;0.0;18.0;"83268"
"3436";284;1;0;"TOKSEN ØVRE";32.8;0.0;0.0;32.8;0.0;0.0;"171465"
"1106";27;2;0;"RØVÆR";224.0;1.0;300.0;33.0;6.0;185.0;"83268"
"1106";27;6;0;"RØVÆR";21.4;4.0;98.0;3.4;0.0;18.0;"202183"
"3407";228;12;0;"FREMSTAD";0.0;0.0;0.0;0.0;0.0;0.0;"156630"
"1114";72;1;0;"SOLBERG";669.3;53.0;543.0;129.0;7.4;532.9;"208749"
"4205";617;10;0;"TISLAND";30.3;688.0;91.0;9.6;8.6;12.1;"244263"
"1112";60;21;0;"SKOGLUND";47.0;0.0;0.0;25.9;9.3;11.8;"124803"
"1111";107;5;0;"BJELLAND";62.5;0.0;0.0;4.6;0.0;57.9;"226244"
"1106";27;5;0;"RØVÆR";42.2;0.0;44.0;2.2;0.0;40.0;"134636"
"1114";71;1;0;"KLØGETVEDT";384.0;0.0;474.5;151.0;0.0;233.0;"194253"
"1112";29;3;0;"NYGAARD";17.1;35.4;154.3;17.0;0.0;0.1;"146038"
"1114";76;1;0;"VÆRSLAND";255.4;28.2;329.0;55.4;0.0;200.0;"194259"
"1106";27;3;0;"RØVÆR";269.2;0.0;157.0;6.2;18.0;245.0;"158334"
"1106";27;9;0;"RØVÆR";18.0;0.0;93.0;5.0;0.0;13.0;"134637"
"1106";27;8;0;"RØVÆR";115.8;0.0;399.0;1.8;1.0;113.0;"83268"
"3407";228;10;0;"KLETTESTYKKET";56.0;164.0;15.3;0.0;0.0;56.0;"170597"
"1112";32;27;0;;4.3;4.7;7.9;4.3;0.0;0.0;"32273"
"1112";33;4;0;"SURDAL";69.0;246.9;559.3;38.0;0.0;31.0;"186090"
"1111";30;2;0;"MYSSE NEDRE";0.0;0.0;0.0;0.0;0.0;0.0;"194380"
"1111";30;4;0;"MYSSE NEDRE";82.3;78.6;281.0;4.3;15.2;62.8;"194381"
"3407";223;9;0;"ÅSEN";59.0;193.0;42.9;32.0;0.0;27.0;"170589"
"1112";33;7;0;"SURDAL";24.6;0.0;0.0;11.7;0.0;12.9;"186095"
"1114";77;5;0;"ABELAND";190.7;51.0;262.0;74.1;5.9;110.7;"157343"
"1112";32;16;0;"MOEN";54.0;95.0;105.2;22.0;0.0;32.0;"186087"
"3407";222;11;0;"LIER";88.5;36.4;7.2;49.0;0.0;39.5;"170658"
"3407";223;2;0;"SVEEN";70.5;213.0;45.3;27.5;0.0;43.0;"170597"
"1114";77;1;0;"ABELAND";211.1;4.0;0.0;114.1;2.9;94.1;"153861"
"1114";77;8;0;"ABELAND";150.3;8.0;80.0;32.3;0.0;118.0;"154089"
"1119";84;4;0;"VATNAMO";18.0;7.0;160.0;5.0;0.0;13.0;"32860"
"3437";186;24;0;"LEIROM";30.0;47.0;12.0;26.0;0.0;4.0;"90614"
"4204";610;259;0;"BAKKEN";1.0;0.0;0.0;1.0;0.0;0.0;"118909"
"1111";32;4;0;"STØLE ØVRE";90.7;199.1;616.0;45.4;0.0;45.3;"134171"
"1111";33;1;0;"OMDAL STORE";63.4;165.4;168.0;13.4;1.0;49.0;"194383"
"1114";35;12;0;"FJELDVANG";199.0;44.4;61.4;105.0;0.0;94.0;"194330"
"1114";77;4;0;"APELAND";215.2;16.0;366.0;110.0;4.4;100.8;"194261"
"1114";77;2;0;"ABELAND";142.3;13.0;216.0;37.7;0.0;104.6;"194260"
"5530";437;2;0;"LEIKVIK";12.9;61.0;831.0;0.0;12.9;0.0;"238231"
"3437";188;1;0;"HARLAUG";163.5;1280.6;1149.0;117.0;0.0;46.5;"12681"
"4207";86;2;0;"LINDELAND";3.0;224.0;237.0;1.0;0.0;2.0;"28621"
